nm_loja;nm_cidade;sg_estado;nm_regiao;nm_produto;nm_subcategoria;nm_categoria;nm_departamento;nm_promocao;de_tipo_reducao_preco;de_veiculo_divulgacao;de_tipo_display;dt_compra;nm_dia_da_semana;dt_mes;dt_ano;fl_feriado;dt_dia;dt_semestre;vl_total_vendas;qtd_unidades_antigas;qtd_unidades_vendidas;vl_total_custo;qtd_clientes;nm_pais
Loja 17;São Paulo;SP;Sudeste;Hamburger;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-05;Quinta;01;2007;Não;05;1;6.92;7;7;9.76;4;Brasil
Loja 17;São Paulo;SP;Sudeste;Hamburger;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-11;Quarta;01;2007;Não;11;1;19.2;19;19;28.56;11;Brasil
Loja 17;São Paulo;SP;Sudeste;Hamburger;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-15;Domingo;01;2007;Não;15;1;78.51;77;77;117.47;70;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Desconto Especial;Temporário;Jornal diário;Nenhum;2006-10-01;Sábado;10;2006;Não;01;4;260.59;86;86;280.63;74;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Desconto Especial;Temporário;Jornal diário;Nenhum;2006-10-07;Sexta;10;2006;Não;07;4;133.32;99;99;148.5;60;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-24;Segunda;10;2006;Não;24;4;35.55;21;21;28.7;12;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-25;Terça;10;2006;Não;25;4;41.53;11;11;37.0;6;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-15;Terça;11;2006;Não;15;4;79.96;21;21;66.18;17;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-19;Sábado;11;2006;Não;19;4;289.04;76;76;249.18;40;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-01;Quinta;12;2006;Não;01;4;135.91;36;36;111.8;22;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-17;Sábado;12;2006;Não;17;4;67.14;26;26;57.27;23;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-18;Domingo;12;2006;Não;18;4;83.15;49;49;72.92;45;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-30;Sexta;12;2006;Não;30;4;43.68;26;26;35.7;22;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-20;Sexta;01;2007;Não;20;1;9.24;5;5;7.91;4;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-23;Segunda;01;2007;Não;23;1;80.17;21;21;68.97;11;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-18;Segunda;03;2007;Não;18;1;319.11;84;84;284.16;80;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-02;Segunda;01;2007;Não;02;1;38.11;38;38;53.36;35;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-05;Quinta;01;2007;Não;05;1;55.63;37;37;76.23;23;Brasil
Loja 17;São Paulo;SP;Sudeste;Lasagna;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-07;Sábado;01;2007;Não;07;1;99.68;66;66;136.56;42;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Cupom Exclusivo;Cupom;Carta;Nenhum;2007-02-28;Terça;02;2007;Não;28;1;30.81;26;26;27.94;24;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Dois por um;Cupom;Jornal de Domingo;Nenhum;2006-11-16;Quarta;11;2006;Não;16;4;75.91;95;2;69.52;73;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Dois por um;Cupom;Jornal de Domingo;Nenhum;2006-11-17;Quinta;11;2006;Não;17;4;79.37;100;2;70.86;66;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Dois por um;Cupom;Jornal de Domingo;Nenhum;2006-11-23;Quarta;11;2006;Não;23;4;23.93;45;45;21.49;31;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-06;Quinta;10;2006;Não;06;4;20.61;35;35;17.61;28;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-12;Quarta;10;2006;Não;12;4;61.64;70;70;51.05;37;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-14;Sexta;10;2006;Não;14;4;95.69;126;56;83.03999999999999;97;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-19;Quarta;10;2006;Não;19;4;33.07;37;37;27.8;33;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-30;Domingo;10;2006;Não;30;4;72.81;82;2;61.38;73;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-06;Domingo;11;2006;Não;06;4;19.5;15;15;16.28;9;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-10;Quinta;11;2006;Não;10;4;32.53;25;25;27.13;21;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-12;Sábado;11;2006;Não;12;4;28.85;33;33;24.86;17;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-05;Segunda;12;2006;Não;05;4;32.62;37;37;29.16;30;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-20;Terça;12;2006;Não;20;4;97.53;73;73;86.57;37;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-26;Segunda;12;2006;Não;26;4;23.08;26;26;20.51;16;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-02;Segunda;01;2007;Não;02;1;53.28;90;90;43.48;75;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-04;Quarta;01;2007;Não;04;1;19.4;22;22;17.12;13;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-14;Sábado;01;2007;Não;14;1;20.78;23;23;17.8;14;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-18;Quarta;01;2007;Não;18;1;13.8;18;18;11.379999999999999;11;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-04;Sábado;02;2007;Não;04;1;16.21;27;27;13.54;27;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-08;Quarta;02;2007;Não;08;1;36.03;61;61;31.49;58;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-03;Domingo;03;2007;Não;03;1;34.2;58;58;27.6;51;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-06;Quarta;03;2007;Não;06;1;53.36;90;90;46.51;80;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-15;Sexta;03;2007;Não;15;1;126.09;121;121;107.13999999999999;85;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-19;Terça;03;2007;Não;19;1;17.61;30;30;15.33;28;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-22;Sexta;03;2007;Não;22;1;31.05;23;23;25.14;23;Brasil
Loja 17;São Paulo;SP;Sudeste;Pepsi;Refrigerantes;Bebidas;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-31;Domingo;03;2007;Não;31;1;2.13;4;4;1.71;2;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Noite maluca;Temporário;Jornal diário;Fim do corredor;2007-03-17;Domingo;03;2007;Não;17;1;86.19;93;93;116.47;71;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Noite maluca;Temporário;Jornal diário;Fim do corredor;2007-03-19;Terça;03;2007;Não;19;1;86.98;93;93;116.95;62;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Noite maluca;Temporário;Jornal diário;Fim do corredor;2007-03-30;Sábado;03;2007;Não;30;1;50.28;95;95;72.77;67;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Noite maluca;Temporário;Jornal diário;Fim do corredor;2007-03-31;Domingo;03;2007;Não;31;1;35.02;85;85;52.15;49;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-11;Terça;10;2006;Sim;11;4;65.78;42;42;53.86;28;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-14;Sexta;10;2006;Não;14;4;56.82;55;55;49.67;48;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-01;Terça;11;2006;Não;01;4;123.43;80;80;101.74;51;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-06;Domingo;11;2006;Não;06;4;68.56;99;99;58.33;50;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-17;Quinta;11;2006;Não;17;4;91.82;89;89;74.64;89;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-03;Sábado;12;2006;Não;03;4;58.26;84;84;49.47;46;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-06;Terça;12;2006;Não;06;4;43.95;64;64;37.46;50;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-09;Sexta;12;2006;Não;09;4;35.47;34;34;28.96;34;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-17;Sábado;12;2006;Não;17;4;57.75;84;84;51.18;55;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-25;Domingo;12;2006;Sim;25;4;60.29;58;58;49.79;57;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-17;Terça;01;2007;Não;17;1;36.71;35;35;31.89;30;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-22;Domingo;01;2007;Não;22;1;59.88;39;39;53.21;38;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-24;Terça;01;2007;Não;24;1;41.82;40;40;36.73;25;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-25;Quarta;01;2007;Não;25;1;10.4;10;10;8.44;10;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-27;Sexta;01;2007;Não;27;1;116.25;75;75;95.83;75;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-02;Quinta;02;2007;Não;02;1;83.66;81;81;74.63;49;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-03;Sexta;02;2007;Não;03;1;153.78;99;99;131.44;65;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-23;Quinta;02;2007;Sim;23;1;105.89;68;68;85.69;36;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Tapete Vermelho;Instantânea;Panfleto;Nenhum;2007-03-05;Terça;03;2007;Não;05;1;47.19;98;98;54.03;67;Brasil
Loja 17;São Paulo;SP;Sudeste;Pingo de Ouro;Salgados;Comida;Mercearia;Tapete Vermelho;Instantânea;Panfleto;Nenhum;2007-03-06;Quarta;03;2007;Não;06;1;34.0;66;66;41.87;55;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-01;Sábado;10;2006;Não;01;4;73.98;71;71;65.03;61;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-12;Quarta;10;2006;Não;12;4;45.3;66;66;39.0;35;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-21;Sexta;10;2006;Não;21;4;120.14;77;77;96.69;39;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-25;Terça;10;2006;Não;25;4;139.48;90;90;113.24;77;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-11;Sexta;11;2006;Não;11;4;84.43;82;82;68.89;57;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-23;Quarta;11;2006;Não;23;4;59.89;87;87;51.11;72;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-29;Terça;11;2006;Não;29;4;44.14;43;43;38.83;40;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-02;Sexta;12;2006;Não;02;4;41.44;60;60;35.44;31;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-17;Sábado;12;2006;Não;17;4;110.44;71;71;95.06;41;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-24;Sábado;12;2006;Não;24;4;89.19;57;57;72.63;42;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-29;Quinta;12;2006;Não;29;4;16.12;16;16;14.06;9;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-02;Segunda;01;2007;Não;02;1;43.24;63;63;35.76;37;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-07;Sábado;01;2007;Não;07;1;82.83;80;80;72.45;48;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-17;Terça;01;2007;Não;17;1;26.93;26;26;22.51;20;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-26;Quinta;01;2007;Não;26;1;3.74;5;5;3.17;5;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-27;Sexta;01;2007;Não;27;1;79.04;51;51;70.57;50;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-05;Domingo;02;2007;Não;05;1;22.68;26;26;19.15;22;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-09;Quinta;02;2007;Não;09;1;92.67;90;90;81.53;63;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-12;Domingo;02;2007;Não;12;1;86.28;83;83;71.78;48;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-24;Sexta;02;2007;Não;24;1;11.87;11;11;10.62;7;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-28;Quinta;02;2007;Não;28;1;23.96;15;15;20.62;15;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Tapete Vermelho;Instantânea;Panfleto;Nenhum;2007-03-01;Sexta;03;2007;Não;01;1;6.12;13;13;7.48;6;Brasil
Loja 17;São Paulo;SP;Sudeste;Rufles;Salgados;Comida;Mercearia;Tapete Vermelho;Instantânea;Panfleto;Nenhum;2007-03-09;Sábado;03;2007;Não;09;1;99.03;91;91;119.12;90;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Desconto Especial;Temporário;Jornal diário;Nenhum;2006-10-12;Quarta;10;2006;Não;12;4;253.35;83;83;265.0;75;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-10-23;Domingo;10;2006;Não;23;4;188.41;74;74;163.28;47;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-18;Sexta;11;2006;Não;18;4;142.62;38;38;115.1;26;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-11-20;Domingo;11;2006;Não;20;4;82.94;49;49;74.07;48;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-19;Segunda;12;2006;Não;19;4;331.37;87;87;288.77;44;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-22;Quinta;12;2006;Não;22;4;113.91;67;67;96.59;40;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-24;Sábado;12;2006;Não;24;4;151.4;60;60;127.44;52;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-25;Domingo;12;2006;Sim;25;4;132.88;52;52;111.74;30;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2006-12-30;Sexta;12;2006;Não;30;4;14.76;4;4;13.23;3;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-20;Sexta;01;2007;Não;20;1;147.23;58;58;131.94;33;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-23;Segunda;01;2007;Não;23;1;160.18;63;63;137.99;50;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-25;Quarta;01;2007;Não;25;1;110.15;43;43;98.68;31;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-01-31;Terça;01;2007;Sim;31;1;17.41;5;5;14.77;3;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-12;Domingo;02;2007;Não;12;1;30.95;12;12;26.05;11;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-14;Terça;02;2007;Não;14;1;97.28;58;58;80.78;56;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-16;Quinta;02;2007;Não;16;1;13.8;8;8;11.92;5;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-17;Sexta;02;2007;Não;17;1;0.71;0;0;0.62;0;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-02-18;Sábado;02;2007;Não;18;1;67.4;18;18;56.86;10;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-14;Quinta;03;2007;Não;14;1;243.51;96;96;217.14;65;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-16;Sábado;03;2007;Não;16;1;75.0;44;44;62.4;37;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-22;Sexta;03;2007;Não;22;1;106.99;63;63;90.14;54;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Sem Promoção;Sem redução;Nenhum;Nenhum;2007-03-29;Sexta;03;2007;Não;29;1;107.69;42;42;90.03;27;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-05;Quinta;01;2007;Não;05;1;26.31;17;17;38.18;14;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-07;Sábado;01;2007;Não;07;1;121.69;80;80;177.95;46;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-13;Sexta;01;2007;Não;13;1;88.82;39;39;126.94;23;Brasil
Loja 17;São Paulo;SP;Sudeste;Sobrecoxa de frango;Congelados;Comida;Mercearia;Tapete Vermelho;Marcação;Jornal de Domingo;Nenhum;2007-01-15;Domingo;01;2007;Não;15;1;189.79;83;83;260.43;78;Brasil
Loja 17;São Paulo;SP;Sudeste;Soda Limonada;Refrigerantes;Bebidas;Mercearia;Cupom Exclusivo;Cupom;Carta;Nenhum;2007-02-21;Terça;02;2007;Não;21;1;97.66;82;82;91.53;60;Brasil
