vl_total_vendas;qtd_unidades_antigas;qtd_unidades_vendidas;vl_total_custo;qtd_clientes;sk_loja;sk_produto;sk_calendario;sk_divulgacao
2.56;1;1;2.15;1;2;19;67;1
132.61;78;78;107.14;77;4;19;67;1
44.38;12;12;38.02;8;19;19;67;1
0.26;0;0;0.23;0;4;20;67;1
20.16;23;23;17.78;23;6;20;67;1
23.4;18;18;20.27;13;14;20;67;1
301.81;104;104;266.31;86;7;1;70;1
148.12;58;58;128.09;31;13;1;70;1
44.39;91;91;39.54;47;10;2;70;1
26.94;24;24;23.35;22;19;2;70;1
11.25;15;15;10.09;15;20;2;70;1
38.02;78;78;32.98;55;1;3;70;1
16.51;22;22;14.54;21;12;3;70;1
100.73;91;4;86.52;60;14;3;70;1
111.55;29;29;95.27;20;7;5;70;1
60.54;36;36;49.68;24;10;5;70;1
93.44;37;37;77.36;21;14;5;70;1
12.89;22;22;11.38;20;2;6;70;1
60.89;69;69;50.55;41;14;6;70;1
85.55;64;64;73.53;35;19;6;70;1
66.91;91;91;57.07;52;8;10;70;1
3.89;4;4;3.35;3;10;10;70;1
40.28;82;82;32.64;61;16;10;70;1
4.23;7;7;3.64;6;3;12;70;1
102.79;77;77;87.42;66;8;12;70;1
80.84;91;91;68.84;69;15;12;70;1
29.38;22;22;24.25;15;10;13;70;1
78.39;89;89;69.05;49;15;13;70;1
26.58;45;45;22.88;25;17;13;70;1
26.63;7;7;22.64;4;6;14;70;1
38.01;22;22;30.72;15;10;14;70;1
220.95;87;87;183.32;60;13;14;70;1
37.25;10;10;32.98;7;15;15;70;1
190.53;75;75;159.08;41;17;15;70;1
39.82;24;24;34.22;20;18;15;70;1
15.36;17;17;12.45;16;5;16;70;1
110.18;83;83;98.14;58;16;16;70;1
48.01;81;81;38.71;78;19;16;70;1
133.81;79;79;112.39;74;5;19;70;1
97.78;26;26;81.65;25;14;19;70;1
240.23;95;95;199.68;88;18;19;70;1
26.74;30;30;21.93;16;10;20;70;1
6.9;5;5;5.64;5;14;20;70;1
22.6;38;38;19.48;26;19;20;70;1
83.81;50;50;70.43;40;7;1;96;1
297.75;96;96;259.12;80;15;1;96;1
1.97;4;4;1.69;3;6;2;96;1
67.66;61;61;55.43;60;8;2;96;1
11.59;16;16;9.37;8;11;2;96;1
36.13;53;53;32.02;48;7;3;96;1
72.74;66;66;61.23;58;10;3;96;1
120.81;48;48;108.54;36;1;5;96;1
473.0700000000001;156;156;420.67;101;14;5;96;1
22.95;17;17;19.13;14;1;6;96;1
43.14;73;73;35.05;66;7;6;96;1
4.23;5;5;3.6;4;11;6;96;1
7.33;15;15;6.4;11;11;10;96;1
2.46;3;3;2.08;3;19;10;96;1
26.27;24;24;22.43;22;20;10;96;1
54.57;62;62;48.48;39;11;12;96;1
4.69;8;8;3.85;7;12;12;96;1
112.75;85;85;95.34;61;19;12;96;1
33.67;38;38;28.55;34;1;13;96;1
112.84;85;85;96.63;81;13;13;96;1
46.79;79;79;38.31;74;15;13;96;1
206.0;81;81;184.8;66;10;14;96;1
318.45;84;84;257.09;48;11;14;96;1
160.65;95;95;143.71;81;18;14;96;1
380.14;153;153;315.73;109;17;15;96;1
168.11;66;66;150.69;33;20;15;96;1
61.99;70;70;50.57;64;1;16;96;1
51.62;39;39;43.93;37;6;16;96;1
9.93;17;17;8.23;16;12;16;96;1
81.64;32;32;66.28;22;5;19;96;1
115.45;68;68;99.97;65;6;19;96;1
147.8;39;39;120.8;31;20;19;96;1
126.11;109;109;110.04;82;4;20;96;1
44.35;75;75;39.07;57;12;20;96;1
66.51;26;26;57.88;15;8;1;27;1
92.47;55;55;77.31;35;14;1;27;1
116.97;31;31;101.25;18;17;1;27;1
18.19;25;25;14.66;18;1;2;27;1
21.61;44;44;17.61;28;2;2;27;1
56.77;51;51;47.77;44;13;2;27;1
27.62;56;56;22.75;50;17;3;27;1
97.66;89;89;85.02;57;19;3;27;1
19.41;26;26;17.44;21;20;3;27;1
28.83;42;42;25.4;24;4;4;27;1
66.31;64;64;57.89;54;10;4;27;1
69.71;45;45;59.36;32;12;4;27;1
135.05;53;53;112.04;40;2;5;27;1
274.64;72;72;232.46;46;7;5;27;1
133.25;79;79;112.89;42;9;5;27;1
59.27;81;81;49.88;46;2;10;27;1
93.23;124;124;80.22999999999999;77;8;10;27;1
54.67;79;79;45.05;42;1;11;27;1
29.49;28;28;25.68;24;2;11;27;1
41.99;27;27;34.4;17;7;11;27;1
84.52;64;64;75.38;42;1;12;27;1
35.49;60;60;31.18;57;17;12;27;1
59.55;67;67;50.56;63;18;12;27;1
67.9;77;77;55.29;67;11;13;27;1
1.57;3;3;1.3;2;14;13;27;1
92.7;70;70;74.61;48;20;13;27;1
207.0;82;82;184.84;62;5;14;27;1
152.62;90;90;137.17;57;17;14;27;1
16.66;4;4;14.32;2;20;14;27;1
218.51;57;57;196.04;50;5;15;27;1
58.78;23;23;47.55;20;18;15;27;1
45.58;27;27;36.72;17;19;15;27;1
61.79;47;47;55.34;38;6;16;27;1
33.07;37;37;27.8;33;9;16;27;1
31.73;54;6;26.84;36;17;16;27;1
33.25;48;48;26.68;46;6;17;27;1
27.62;18;18;24.09;16;10;17;27;1
57.43;55;55;48.89;55;15;17;27;1
35.56;52;52;30.85;31;3;18;27;1
48.11;46;46;39.61;24;11;18;27;1
0.51;0;0;0.43;0;12;18;27;1
40.71;16;16;32.58;10;1;19;27;1
269.69;71;71;221.0;40;14;19;27;1
76.47;45;45;63.78;43;15;19;27;1
26.0;44;44;22.44;40;3;20;27;1
16.28;18;18;13.65;13;6;20;27;1
55.33;42;42;46.74;40;19;20;27;1
39.09;23;23;34.68;17;8;1;182;1
54.18;14;14;46.23;13;12;1;182;1
159.55;63;63;141.18;35;18;1;182;1
43.4;89;89;37.72;64;6;2;182;1
146.98000000000002;165;165;118.85;142;9;2;182;1
24.87;23;23;21.66;13;4;3;182;1
46.81;96;96;41.02;48;9;3;182;1
9.2;13;13;7.81;8;11;3;182;1
75.28;73;73;66.89;44;4;4;182;1
105.14;68;68;92.65;44;7;4;182;1
24.07;35;35;20.7;20;19;4;182;1
137.29;54;54;109.97;48;3;5;182;1
90.77;54;54;74.69;47;14;5;182;1
106.91;28;28;90.28;15;20;5;182;1
24.41;50;50;20.13;47;7;10;182;1
70.27;64;64;59.4;49;12;10;182;1
70.13;95;95;61.93;83;16;10;182;1
59.03;38;38;52.35;26;9;11;182;1
51.61;75;75;44.36;52;12;11;182;1
13.26;13;13;11.47;9;18;11;182;1
34.84;59;59;29.99;38;7;12;182;1
77.2;87;87;65.19;65;14;12;182;1
84.93;64;64;70.3;59;16;12;182;1
23.89;27;27;19.91;14;5;13;182;1
8.32;6;6;7.31;6;6;13;182;1
57.75;98;98;47.53;89;19;13;182;1
24.85;15;15;21.71;9;3;14;182;1
133.69;35;35;115.08;20;14;14;182;1
106.47;42;42;95.36;33;19;14;182;1
239.99;95;95;211.88;48;6;15;182;1
370.16;97;97;322.49;62;7;15;182;1
54.54;32;32;47.94;21;12;15;182;1
52.5;89;3;46.81;47;11;16;182;1
6.9;8;8;5.89;6;15;16;182;1
34.64;26;26;30.63;24;19;16;182;1
51.6;50;50;44.01;27;3;17;182;1
22.57;33;33;19.6;29;8;17;182;1
123.43;80;80;101.74;51;9;17;182;1
33.25;32;32;29.21;23;3;18;182;1
117.98;76;76;95.65;46;4;18;182;1
54.29;79;79;45.71;68;15;18;182;1
98.35;43;43;85.6;37;3;19;182;1
217.28;86;86;175.17;77;17;19;182;1
54.29;92;92;46.22;84;13;20;182;1
49.1;55;55;41.02;54;15;20;182;1
13.3;10;10;11.21;7;16;20;182;1
152.04;60;60;123.32;47;8;1;79;1
117.98;31;31;105.41;19;11;1;79;1
30.13;18;18;25.0;10;17;1;79;1
8.81;13;13;7.61;10;1;4;79;1
82.5;80;80;73.81;61;8;4;79;1
145.83;94;94;121.34;91;11;4;79;1
95.3;38;38;80.55;26;6;5;79;1
68.92;18;18;59.04;12;10;5;79;1
116.06;69;69;100.82;48;11;5;79;1
20.76;30;30;18.58;17;7;11;79;1
152.33;113;113;130.49;65;20;11;79;1
77.67;46;46;65.71;43;7;14;79;1
48.55;13;13;43.19;8;11;14;79;1
63.51;25;25;52.9;14;18;14;79;1
110.04;29;29;91.95;27;1;15;79;1
86.71;34;34;69.82;20;4;15;79;1
11.13;7;7;8.97;6;16;15;79;1
0.81;1;1;0.72;1;7;17;79;1
37.84;24;24;33.37;18;16;17;79;1
23.86;23;23;20.22;22;17;17;79;1
85.25;82;82;74.82;54;5;18;79;1
58.51;85;85;47.79;84;12;18;79;1
137.33;88;88;114.42;66;20;18;79;1
142.32;37;37;121.01;31;5;19;79;1
115.77;46;46;94.04;36;6;19;79;1
151.54;90;90;133.61;77;19;19;79;1
13.9;5;5;12.05;5;8;1;56;1
124.32;33;33;104.44;17;18;1;56;1
39.47;23;23;33.79;22;20;1;56;1
11.29;23;23;9.27;17;9;2;56;1
99.62;90;90;86.95;48;14;2;56;1
7.38;10;10;6.63;9;18;2;56;1
46.85;64;64;38.56;40;1;3;56;1
85.66;111;111;73.28;81;11;3;56;1
40.9;59;59;35.52;58;4;4;56;1
122.53;79;79;103.75;46;13;4;56;1
23.27;22;22;19.63;17;20;4;56;1
208.91;82;82;172.54;53;2;5;56;1
25.58;15;15;21.36;15;8;5;56;1
365.93;96;96;317.84;62;10;5;56;1
32.32;44;44;26.94;41;5;10;56;1
37.47;34;34;30.14;22;7;10;56;1
35.8;73;73;28.94;47;19;10;56;1
61.46;59;59;54.27;48;6;11;56;1
17.74;11;11;15.63;7;10;11;56;1
68.29;99;99;59.43;53;20;11;56;1
128.88;34;34;111.79;23;5;14;56;1
113.3;67;67;91.39;34;11;14;56;1
130.22;51;51;116.19;28;14;14;56;1
243.45;96;96;207.25;62;3;15;56;1
73.13;19;19;64.57;11;5;15;56;1
118.39;70;70;100.59;40;12;15;56;1
83.69;54;54;67.72;38;2;17;56;1
32.5;47;47;28.69;41;3;17;56;1
13.45;13;13;11.5;11;8;17;56;1
148.55;133;133;127.29;92;10;18;56;1
77.7;75;75;68.33;39;18;18;56;1
135.11;80;80;113.3;77;1;19;56;1
317.09;83;83;284.78;59;4;19;56;1
15.87;6;6;13.0;3;14;19;56;1
222.54;89;89;191.59;62;8;1;131;1
204.32;81;81;178.27;66;20;1;131;1
92.77;84;84;78.06;79;8;2;131;1
36.22;74;74;30.49;54;16;2;131;1
42.88;58;58;34.81;41;20;2;131;1
32.67;67;67;27.87;63;5;3;131;1
34.24;31;31;29.84;28;6;3;131;1
54.99;75;75;45.7;60;12;3;131;1
75.77;73;73;60.84;45;2;4;131;1
134.16;86;86;108.94;68;3;4;131;1
23.76;34;34;19.67;26;13;4;131;1
378.01;99;99;332.57;85;6;5;131;1
164.66;65;65;146.27;64;14;5;131;1
18.02;11;11;15.25;10;20;5;131;1
38.9;44;44;33.45;36;3;6;131;1
105.95;80;80;90.73;72;9;6;131;1
58.14;99;99;46.74;66;12;6;131;1
33.52;46;46;28.94;44;3;10;131;1
37.870000000000005;67;67;32.09;53;4;10;131;1
144.24;93;93;122.43;54;1;11;131;1
0.84;1;1;0.72;1;6;11;131;1
93.85;91;91;82.25;71;12;11;131;1
14.55;11;11;11.65;6;7;12;131;1
47.57;81;81;42.67;65;13;12;131;1
17.3;20;20;14.1;15;15;12;131;1
113.3;103;103;100.42;73;7;13;131;1
18.72;21;21;15.72;11;16;13;131;1
123.61;33;33;99.53;26;6;14;131;1
38.81;15;15;34.43;12;14;14;131;1
164.95;98;98;134.88;81;16;14;131;1
291.13;77;77;257.04;58;4;15;131;1
84.16;50;50;68.91;47;5;15;131;1
223.19;88;88;196.77;47;15;15;131;1
64.25;48;48;52.41;43;5;16;131;1
13.06;22;22;10.64;17;6;16;131;1
41.43;47;47;34.61;36;12;16;131;1
8.46;8;8;7.59;6;6;17;131;1
17.7;11;11;15.38;6;12;17;131;1
49.4;72;72;42.9;63;15;17;131;1
2.44;2;2;2.05;2;8;18;131;1
146.87;95;95;125.62;67;18;18;131;1
50.75;74;74;44.65;73;19;18;131;1
276.53000000000003;131;131;229.59;83;7;19;131;1
285.18;75;75;252.79;47;12;19;131;1
42.97;73;73;35.22;37;15;20;131;1
53.59;57;57;47.09;43;17;20;131;1
55.68;33;33;45.67;17;8;1;82;1
222.71;59;59;196.54;43;18;1;82;1
144.94;57;57;118.37;55;19;1;82;1
31.08;42;42;27.28;30;3;2;82;1
35.93;73;73;30.1;40;14;2;82;1
85.49;78;78;70.8;45;20;2;82;1
44.23;60;60;38.24;31;6;3;82;1
106.65;97;97;85.56;68;9;3;82;1
23.24;47;47;19.34;42;13;3;82;1
12.94;13;13;11.49;7;1;4;82;1
108.43;70;70;87.19;36;9;4;82;1
42.59;62;62;34.38;51;12;4;82;1
48.36;36;36;39.5;29;4;6;82;1
62.34;70;70;56.08;51;8;6;82;1
7.1;12;12;6.29;11;9;6;82;1
73.15;100;100;64.7;83;4;10;82;1
86.15;78;78;75.59;52;9;10;82;1
14.18;29;29;11.52;19;13;10;82;1
16.84;11;11;15.06;9;2;11;82;1
5.96;9;9;5.27;8;5;11;82;1
91.76;89;89;78.0;62;15;11;82;1
52.66;89;89;43.54;72;7;12;82;1
178.75;154;154;153.92000000000002;130;10;12;82;1
6.53;11;11;5.79;9;5;13;82;1
44.25;33;33;39.45;23;18;13;82;1
61.25;69;69;49.18;49;20;13;82;1
17.05;13;13;14.96;10;8;16;82;1
20.89;24;24;18.07;16;13;16;82;1
51.62;87;87;44.05;82;17;16;82;1
139.5;90;90;118.6;72;7;17;82;1
62.43;60;60;49.94;36;15;17;82;1
29.7;43;43;24.23;36;19;17;82;1
63.03;61;61;55.42;42;8;18;82;1
144.03;93;93;124.83;59;11;18;82;1
41.25;60;60;34.22;52;14;18;82;1
18.51;31;31;16.25;16;4;20;82;1
117.27;88;88;94.51;86;5;20;82;1
24.48;28;28;21.9;18;18;20;82;1
31.16;18;18;25.53;13;8;1;158;1
371.48;98;98;300.81;52;12;1;158;1
42.9;17;17;38.16;15;14;1;158;1
57.72;79;79;48.94;66;2;2;158;1
37.79;77;77;30.89;66;3;2;158;1
24.6;22;22;20.62;21;7;2;158;1
44.64;91;91;40.03;85;5;3;158;1
98.55;89;89;84.31;73;8;3;158;1
14.77;20;20;12.32;15;11;3;158;1
0.33;0;0;0.28;0;8;4;158;1
104.71;67;67;91.76;50;16;4;158;1
20.11;29;29;17.25;20;20;4;158;1
249.69;98;98;216.73;77;4;5;158;1
99.2;59;59;82.71;42;7;5;158;1
80.07;21;21;69.75;20;19;5;158;1
56.13;42;42;47.4;26;11;6;158;1
66.77;81;81;55.63;78;20;6;158;1
19.08;39;39;15.91;23;3;10;158;1
42.46;39;39;35.02;33;7;10;158;1
8.07;11;11;6.88;9;12;10;158;1
63.48;92;92;51.06;59;4;11;158;1
58.47;38;38;52.14;35;7;11;158;1
50.21;49;49;41.43;33;13;11;158;1
8.43;14;14;6.93;14;5;12;158;1
25.44;19;19;20.59;16;13;12;158;1
6.77;8;8;5.59;6;15;12;158;1
54.99;62;62;48.86;46;1;13;158;1
47.6;36;36;39.39;34;12;13;158;1
56.23;95;95;49.82;63;16;13;158;1
157.28;62;62;131.12;55;7;14;158;1
45.99;27;27;38.87;22;9;14;158;1
279.54;74;74;237.74;41;18;14;158;1
81.26;21;21;71.82;12;4;15;158;1
63.04;25;25;52.11;18;12;15;158;1
164.46;97;97;144.22;67;15;15;158;1
13.27;10;10;10.81;7;2;16;158;1
34.2;58;58;30.36;53;17;16;158;1
25.36;29;29;21.59;27;19;16;158;1
17.46;25;25;15.66;15;2;17;158;1
15.13;15;15;12.23;11;13;17;158;1
90.27;58;58;72.72;55;19;17;158;1
42.99;42;42;34.57;38;3;18;158;1
108.47;70;70;92.68;44;4;18;158;1
67.0;97;97;57.65;83;20;18;158;1
17.41;5;5;14.77;3;9;19;158;1
0.53;0;0;0.44;0;18;19;158;1
24.25;14;14;19.88;11;19;19;158;1
34.53;39;39;28.65;21;2;20;158;1
56.1;95;95;49.66;79;6;20;158;1
77.23;58;58;67.3;43;8;20;158;1
68.11;40;40;55.98;29;8;1;40;1
45.14;18;18;36.41;15;9;1;40;1
83.65;22;22;73.14;18;17;1;40;1
15.12;31;31;12.39;15;1;2;40;1
54.62;74;74;46.92;54;9;2;40;1
104.11;94;94;89.52;81;12;2;40;1
39.59;54;54;33.11;30;6;3;40;1
22.79;47;47;19.12;33;9;3;40;1
76.85;70;70;65.55;59;11;3;40;1
15.75;10;10;13.31;8;7;4;40;1
39.15;57;57;31.34;46;8;4;40;1
26.83;26;26;23.92;22;12;4;40;1
15.38;4;4;13.66;2;5;5;40;1
46.57;18;18;40.44;17;14;5;40;1
137.27;81;81;114.73;63;17;5;40;1
29.16;22;22;25.9;11;4;6;40;1
60.3;68;68;52.43;45;11;6;40;1
50.38;85;85;40.93;67;17;6;40;1
31.43;64;64;27.8;38;2;10;40;1
36.08;49;49;29.48;38;6;10;40;1
66.29;60;60;58.92;36;11;10;40;1
61.42;89;89;50.31;57;3;11;40;1
40.21;26;26;34.28;18;7;11;40;1
42.29;41;41;34.86;25;13;11;40;1
10.79;18;18;9.53;11;2;12;40;1
9.61;11;11;8.29;9;4;12;40;1
75.04;57;57;65.98;49;10;12;40;1
119.18;90;90;106.15;61;4;13;40;1
71.55;81;81;59.02;75;5;13;40;1
24.22;41;41;20.94;27;17;13;40;1
300.8;79;79;240.75;47;3;14;40;1
138.94;55;55;114.34;33;13;14;40;1
100.32;59;59;83.58;46;18;14;40;1
129.63;77;77;112.97;65;5;15;40;1
28.47;11;11;25.37;8;12;15;40;1
183.02;48;48;159.59;40;13;15;40;1
14.82;17;17;12.47;12;13;16;40;1
57.15;97;97;50.27;70;16;16;40;1
95.18;72;72;81.68;67;17;16;40;1
58.73;38;38;51.9;31;4;17;40;1
19.27;28;28;16.11;16;10;17;40;1
17.5;17;17;15.53;14;16;17;40;1
62.97;91;91;54.48;71;2;18;40;1
72.61;70;70;59.33;39;4;18;40;1
38.01;24;24;30.62;19;12;18;40;1
274.58;72;72;236.4;62;1;19;40;1
157.93;93;93;132.81;85;4;19;40;1
88.16;35;35;74.42;34;17;19;40;1
78.72;59;59;67.67;36;3;20;40;1
28.05;48;48;23.68;24;7;20;40;1
60.72;69;69;48.85;36;17;20;40;1
240.52;63;63;194.24;41;8;1;144;1
93.78;37;37;77.79;26;10;1;144;1
134.5;80;80;113.69;42;19;1;144;1
42.79;87;87;38.08;71;5;2;144;1
39.97;36;36;33.99;23;12;2;144;1
24.37;33;33;20.69;26;16;2;144;1
19.15;26;26;15.8;24;3;3;144;1
64.64;59;59;56.46;48;11;3;144;1
34.57;71;71;29.21;58;14;3;144;1
25.97;38;38;22.62;22;12;4;144;1
10.76;7;7;9.55;4;13;4;144;1
11.39;11;11;9.54;7;17;4;144;1
79.83;31;31;65.47;21;4;5;144;1
33.84;20;20;27.85;19;7;5;144;1
370.46;97;97;296.48;84;8;5;144;1
31.58;64;64;27.66;55;1;10;144;1
62.95;86;86;50.42;56;8;10;144;1
95.53;87;87;78.06;46;12;10;144;1
68.4;99;99;55.19;92;5;11;144;1
77.86;75;75;64.53;54;15;11;144;1
6.5;4;4;5.51;3;17;11;144;1
100.6;60;60;90.42;53;12;14;144;1
187.59;74;74;157.27;59;14;14;144;1
368.92;97;97;309.26;50;19;14;144;1
141.35;84;84;125.77;64;4;15;144;1
151.69;40;40;131.73;39;8;15;144;1
180.1;71;71;151.4;48;15;15;144;1
99.55;96;96;83.14;72;2;17;144;1
34.04;22;22;29.62;13;3;17;144;1
22.89;33;33;19.28;27;13;17;144;1
57.42;37;37;50.78;37;1;18;144;1
56.23;81;81;50.18;71;6;18;144;1
31.52;30;30;27.37;21;7;18;144;1
81.91;48;48;70.76;30;4;19;144;1
202.32;53;53;164.08;53;11;19;144;1
243.19;96;96;207.5;80;19;19;144;1
1.88;1;1;1.68;1;8;1;179;1
97.85;26;26;80.09;13;10;1;179;1
156.64;62;62;129.95;46;18;1;179;1
16.08;22;22;13.93;20;4;2;179;1
90.99;83;83;72.92;67;5;2;179;1
30.02;61;61;24.92;44;19;2;179;1
84.21000000000001;91;91;72.55;79;3;3;179;1
15.82;22;22;14.02;19;13;3;179;1
136.55;54;54;109.28;36;2;5;179;1
166.34;98;98;143.8;84;3;5;179;1
284.42;75;75;227.99;58;10;5;179;1
1.14;1;1;1.01;1;2;6;179;1
31.08;53;53;27.49;43;11;6;179;1
32.0;36;36;27.66;25;15;6;179;1
33.02;67;67;28.92;35;6;10;179;1
19.01;17;17;16.37;13;9;10;179;1
27.63;38;38;24.66;21;16;10;179;1
110.01;83;83;95.92;64;6;12;179;1
30.12;34;34;24.93;32;10;12;179;1
9.98;17;17;8.85;12;15;12;179;1
109.15;82;82;89.71;71;2;13;179;1
31.73;54;54;27.63;36;3;13;179;1
54.71;62;62;49.02;38;15;13;179;1
30.03;12;12;24.48;7;9;14;179;1
0.31;0;0;0.27;0;13;14;179;1
14.04;8;8;11.58;5;14;14;179;1
60.37;24;24;51.48;15;3;15;179;1
61.64;36;36;52.68;34;12;15;179;1
81.07;21;21;71.86;14;20;15;179;1
6.28;5;5;5.4;5;8;16;179;1
8.67;15;15;7.73;14;12;16;179;1
14.1;16;16;12.51;12;15;16;179;1
138.58;82;82;120.91;73;2;19;179;1
183.07;72;72;157.56;61;16;19;179;1
36.82;10;10;30.22;7;18;19;179;1
30.92;52;52;26.17;30;10;20;179;1
75.81;86;86;66.34;58;19;20;179;1
21.03;16;16;18.54;14;20;20;179;1
133.14;35;35;118.79;19;9;1;50;1
138.79;55;55;113.98;51;11;1;50;1
33.23;20;20;29.54;11;14;1;50;1
39.04;53;53;32.91;52;10;2;50;1
42.33;86;86;34.08;80;14;2;50;1
63.94;58;58;52.26;56;18;2;50;1
39.01;80;80;34.5;71;1;3;50;1
23.81;32;32;20.82;22;3;3;50;1
46.2;42;42;40.91;31;13;3;50;1
101.19;109;109;82.17;71;10;4;50;1
121.2;78;78;99.79;59;12;4;50;1
35.72;49;49;29.02;38;5;10;50;1
21.51;20;20;18.48;15;15;10;50;1
18.53;38;38;16.13;22;19;10;50;1
5.65;8;8;5.03;6;3;11;50;1
91.56;88;88;76.96;63;9;11;50;1
24.5;16;16;20.76;11;11;11;50;1
43.97;33;33;35.39;29;8;12;50;1
46.39;52;52;38.83;46;18;12;50;1
41.35;70;70;36.27;68;19;12;50;1
6.03;7;7;5.32;5;15;13;50;1
44.72;76;76;38.72;42;17;13;50;1
128.54;97;97;111.38;63;20;13;50;1
0.17;0;0;0.15;0;4;16;50;1
20.61;35;35;17.61;28;9;16;50;1
110.38;83;83;91.7;75;11;16;50;1
125.15;81;81;106.56;69;1;17;50;1
30.8;30;30;24.93;21;7;17;50;1
52.16;76;76;42.04;53;18;17;50;1
50.8;74;74;44.22;65;3;18;50;1
15.15;15;15;12.19;14;7;18;50;1
12.37;8;8;9.97;6;12;18;50;1
30.37;51;51;24.98;30;10;20;50;1
72.64;82;82;64.53;75;11;20;50;1
106.51;80;80;91.58;56;15;20;50;1
35.83;21;21;31.57;19;9;1;113;1
227.78;90;90;192.9;78;14;1;113;1
21.42;6;6;18.43;5;19;1;113;1
25.63;23;23;20.76;18;3;2;113;1
23.54;48;48;20.24;26;4;2;113;1
19.36;26;26;15.49;20;20;2;113;1
25.04;34;34;20.35;21;5;3;113;1
59.48;54;54;52.42;39;16;3;113;1
36.85;75;75;32.88;38;20;3;113;1
17.6;17;17;15.18;16;7;4;113;1
23.24;15;15;19.29;14;15;4;113;1
61.97;90;90;52.23;83;18;4;113;1
46.8;96;96;39.95;60;2;10;113;1
4.87;7;7;4.14;4;6;10;113;1
41.73;38;38;34.23;20;18;10;113;1
137.49;89;89;123.68;80;2;11;113;1
19.47;28;28;16.99;23;15;11;113;1
1.3;1;1;1.11;1;20;11;113;1
7.58;13;13;6.33;9;10;12;113;1
4.87;6;6;4.23;3;12;12;113;1
52.45;40;40;43.36;23;14;12;113;1
39.7;30;30;32.27;28;9;13;113;1
25.11;43;43;20.55;38;16;13;113;1
17.58;20;20;14.46;12;19;13;113;1
15.53;12;12;12.59;7;2;16;113;1
5.32;9;9;4.39;5;17;16;113;1
46.48;53;53;38.98;50;20;16;113;1
4.76;5;5;4.03;3;1;17;113;1
143.05;92;92;115.02;50;14;17;113;1
8.21;12;12;6.6;11;17;17;113;1
84.94;55;55;68.18;47;1;18;113;1
25.34;24;24;20.47;14;6;18;113;1
59.94;87;87;51.61;50;20;18;113;1
4.69;5;5;3.8;5;4;20;113;1
17.93;30;30;14.52;25;5;20;113;1
5.19;4;4;4.6;3;11;20;113;1
213.28;84;84;190.02;62;9;1;76;1
72.9;43;43;60.3;31;12;1;76;1
34.09;9;9;28.18;5;14;1;76;1
8.18;17;17;6.85;9;6;2;76;1
35.06;48;48;31.04;32;8;2;76;1
106.79;97;97;89.61;51;18;2;76;1
34.04;46;46;30.42;43;2;3;76;1
102.77;107;107;90.3;73;5;3;76;1
50.3;73;73;44.13;48;1;4;76;1
77.02;74;74;65.42;71;5;4;76;1
32.63;21;21;28.04;20;15;4;76;1
87.0;133;133;72.37;83;5;10;76;1
44.38;60;60;36.1;42;13;10;76;1
61.61;89;89;55.02;79;1;11;76;1
71.38;46;46;63.59;24;4;11;76;1
13.76;13;13;12.0;12;11;11;76;1
42.49;32;32;35.96;20;2;12;76;1
15.7;27;27;13.14;15;11;12;76;1
56.57;64;64;45.44;54;16;12;76;1
76.42;86;86;68.22;83;4;13;76;1
33.89;57;57;29.53;47;8;13;76;1
30.16;23;23;27.06;21;12;13;76;1
76.92;58;2;61.69;57;6;16;76;1
11.26;13;13;10.09;9;11;16;76;1
32.74;55;8;26.34;40;13;16;76;1
85.32;82;82;72.2;67;2;17;76;1
97.76;63;63;78.79;46;17;17;76;1
19.72;29;29;17.28;27;18;17;76;1
9.94;10;10;8.2;9;6;18;76;1
65.05;94;94;56.27;50;10;18;76;1
68.11;44;44;55.33;33;14;18;76;1
77.39;87;87;67.77;78;4;20;76;1
119.56;90;90;101.34;52;6;20;76;1
21.1;36;36;18.86;26;9;20;76;1
40.49;24;24;33.93;20;9;1;77;1
26.73;11;11;23.83;8;18;1;77;1
379.97;100;100;321.95;87;19;1;77;1
61.79;70;70;52.41;47;4;2;77;1
65.81;90;90;59.14;54;8;2;77;1
12.1;25;25;10.36;23;3;3;77;1
34.68;47;47;28.16;38;10;3;77;1
65.01;59;59;52.8;49;18;3;77;1
152.68;98;98;137.05;88;1;4;77;1
33.56;49;49;28.44;42;5;4;77;1
59.71;58;58;51.62;49;10;4;77;1
124.3;49;49;102.46;28;14;5;77;1
45.51;27;27;38.1;21;16;5;77;1
324.74;85;85;279.47;51;19;5;77;1
78.93;141;141;64.47999999999999;119;8;10;77;1
7.46;7;7;6.16;4;17;10;77;1
30.66;44;44;25.92;35;4;11;77;1
11.93;8;8;9.56;7;9;11;77;1
71.0;69;69;58.12;48;11;11;77;1
70.45;53;53;60.87;50;1;12;77;1
13.65;23;23;11.96;18;4;12;77;1
15.18;17;17;13.37;10;5;12;77;1
108.39;82;82;88.41;44;2;13;77;1
56.66;64;64;45.54;55;7;13;77;1
57.28;97;97;46.22;54;15;13;77;1
36.02;21;21;29.54;12;3;14;77;1
149.46;59;59;119.99;41;15;14;77;1
270.54;71;71;220.48;67;20;14;77;1
14.23;6;6;12.26;5;2;15;77;1
65.96;39;39;55.17;29;13;15;77;1
103.55;27;27;88.87;27;20;15;77;1
17.87;13;13;15.43;10;8;16;77;1
35.5;60;2;30.17;43;11;16;77;1
48.45;55;55;40.31;44;12;16;77;1
95.89;98;98;80.65;93;15;17;77;1
109.72;71;71;88.5;42;17;17;77;1
